QS_MESSAGE,,,ENG,JPN,DEU,FRA,CHN,CHN Trad,KOR,ESP,RUS,PORT,TURKISH,POLISH,ITAL,ESP EU,NHL,THAI
0,IDS_MSG_ERR28,28,The allowable water temperature must be higher than the boiler feed water temperature.,許容給水温度はﾎﾞｲﾗ給水温度より高くして下さい｡,Die zul. Wassertemperatur muss grosser als die Speisewassertemperatur sein.,La température admissible de l'eau doit être supérieure à celle d'appoint dans la chaudière,允许水温应高于锅炉的给水温度。,允許水溫應高於鍋爐的給水溫度。,허용급수온도는 보일러의 급수온도보다 높게 지정해 주십시오.,La temperatura permisible del agua debe ser mayor que la temperatura del agua de alimentación a la caldera.,"Допустимая температура воды должна быть выше, чем температура питательной воды котла.",A temperatura admissível da água deve ser maior que a temperatura da água de alimentação da caldeira,"Müsaade edilebilir su sıcaklığı , kazan besi suyu sıcaklığından daha yüksek olmalıdır.",Dopuszczalna temperatura wody musi być wyższa od temperatury wody zasilającej kocioł.,La temperatura consentita dell'acqua deve essere necessariamente maggiore della temperatura dell'acqua di alimento della caldaia,La temperatura permisible del agua debe ser mayor que la temperatura del agua de alimentación de la caldera.,De toegestane watertemperatuur moet hoger zijn dan de temperatuur van het toevoerwater van de boiler.,อุณหภูมิน้ำที่ยอมได้จะต้องสูงกว่าอุณหภูมิหม้อส่งน้ำ
0,IDS_MSG_ERR29,29,The allowable water temperature must be lower than the steam saturation temperature.,許容給水温度は蒸気の飽和温度より低くして下さい｡,Die zul. Wassertemperatur muss kleiner als die Sattdampftemperatur sein.,La température admissible de l'eau doit être inférieure à celle de la vapeur de saturation,允许水温应低于饱和蒸汽温度。,允許水溫應低於飽和蒸汽溫度。,허용급수온도는 증기의 포화온도보다 낮게 지정해 주십시오.,La temperatura permisible del agua debe ser menor que la temperatura de saturación del vapor.,"Допустимая температура воды должна быть ниже, чем температура насыщения.",A temperatura admissível da água deve ser menor que a temperatura da saturação do vapor.,"Müsaade edilebilir su sıcaklığı , buhar doyma sıcaklığından daha düşük olmalıdır.",Dopuszczalna temperatura wody musi być niższa od temperatury nasycenia pary wodnej.,La temperatura consentita dell'acqua deve essere necessariamente inferiore alla temperatura di saturazione del vapore.,La temperatura permisible del agua debe ser menor que la temperatura de saturación del vapor.,De toegestane watertemperatuur moet lager zijn dan de stoomverzadingstemperatuur.,อุณหภูมิน้ำที่ยอมได้จะต้องต่ำกว่าอุณหภูมิอิ่มตัวของไอน้ำ
0,IDS_MSG_ERR30,30,The condensate pressure must be lower than the steam pressure.,ﾄﾞﾚﾝ圧力は蒸気圧力より低くして下さい｡,Der Kondensatdruck muss kleiner als der Dampfdruck sein.,La pression du condensât doit être inférieure à celle de la vapeur,冷凝水压力应低于蒸汽压力。,冷凝水壓力應低於蒸汽壓力。,응축수의 압력은 증기압력보다 낮게 지정해 주십시오.,La presión del condensado debe ser menor que la presión del vapor.,"Давление конденсата должно быть ниже, чем давление пара.",A pressão do condensado deve ser menor que a pressão do vapor.,"Kondens basıncı , buhar basıncından daha düşük olmalıdır.",Ciśnienie kondensatu musi być niższe od ciśnienia pary wodnej.,La pressione della condensa deve essere necessariamente inferiore della pressione del vapore.,La presión del condensado debe ser menor que la presión del vapor.,De condensaatdruk moet lager zijn dan de stoomdruk.,ความดันควบแน่นจะต้องต่ำกว่าความดันไอน้ำ
0,IDS_MSG_ERR31,31,The condensate load must be smaller than the amount of evaporated steam.,ﾄﾞﾚﾝ量は蒸気発生量より少なくして下さい｡,Die Kondensatmenge muss kleiner als die zugeführte Dampfmenge sein.,La charge de condensât doit être inférieure au montant de vapeur évaporé.,冷凝水排量应低于蒸发量。,冷凝水排量應低於蒸發量。,응축수량은 증기발생량보다 적게 지정해 주십시오.,La carga de condensado debe ser más pequeña que el monto de vapor evaporado.,"Расход конденсата должен быть меньше, чем количество выпара.",A carga de condensado deve ser menor que a quantidade de vapor evaporado.,"Kondens yükü , buharlaşan buhar miktarından daha küçük olmalıdır.",Ilość kondensatu musi być niższa od ilości odparowanej pary wodnej.,Il carico di condensa deve essere necessariamente inferiore della quantità di vapore condensato,La carga de condensado debe ser menor que la cantidad de vapor evaporado.,De condensaatbelasting moet kleiner zijn dan de hoeveelheid verdampte stoom.,ปริมาณการควบแน่นจะต้องน้อยกว่าจำนวนไอน้ำที่ระเหย
0,IDS_MSG_ERR32,32,The recovery line pressure must be lower than the condensate pressure.,回収管圧力はﾄﾞﾚﾝ圧力より低くして下さい｡,Der Druck in der Rückführleitung muss kleiner als der Kondensatdruck sein.,La pression de la ligne retour doit être inférieure à celle de la pression condensât.,回收管压力应低于冷凝水压力。,回收管壓力應低於冷凝水壓力。,회수관의 압력은 응축수의 압력보다 낮게 지정해 주십시오. ,La presión de la línea de recuperación debe ser menor que la presión del condensado.,"Давление в конденсатной линии должно быть ниже, чем давление конденсата.",A pressão da linha de recuperação deve ser menor que a pressão do condensado.,"Geri kazanım hattı basıncı , kondens basıncından daha düşük olmalıdır.",Ciśnienie w rurociągu powrotnym musi być niższe niż ciśnienie kondensatu.,La pressione di recupero di linea deve essere necessariamente inferiore della pressione della condensa,La presión de la línea de recuperación debe ser menor que la presión del condensado.,De terugwinningsleidingdruk moet lager zijn dan de condensaatdruk.,แนวการกลับคืนของความดันจะต้องต่ำกว่าความดันการควบแน่น
0,IDS_MSG_ERR33,33,The raw water temperature must be lower than the temperature of the feed water.,原水温度は給水温度より低くして下さい｡,Die Frischwassertemperatur muss kleiner als die Speisewassertemperatur sein.,La température de l'eau brute doit être inférieure à celle de l'eau d'appoint dans la chaudière,原水温度应低于锅炉给水温度。,原水溫度應低於鍋爐給水溫度。,원수온도는 급수온도보다 낮게 지정해 주십시오.,La temperatura del agua cruda debe ser menor que la temperatura del agua de alimentación.,"Температура сырой воды должна быть ниже, чем температура питательной воды.",A temperatura da água bruta deve ser menor que a da água de alimentação. ,"Ham su sıcaklığı , besi suyu sıcaklığından daha düşük olmalıdır.",Temperatura wody surowej musi być niższa od temperatury wody zasilającej.,La temperatura dell'acqua grezza deve essere necessariamente inferiore alla temperatura dell'acqua di alimento,La temperatura del agua natural debe ser menor que la temperatura del agua de alimentación.,De temperatuur van het onbehandelde water moet lager zijn dan de temperatuur van het toegevoerde water.,อุณหภูมิของน้ำดิบจะต้องต่ำกว่าอุณหภูมิของน้ำที่ป้อนเข้า
0,IDS_MSG_ERR34,34,The water temperature must be lower than the saturation temperature at the inlet steam pressure.,水の温度は入口蒸気温度より低くして下さい｡,Die Wassertemperatur muss kleiner als die Sattdampftemperatur am Eintritt sein.,La température de l'eau doit être inférieure à celle de la pression vapeur d'entrée,水温应低于入口蒸汽压力下的饱和温度。,水溫應低於入口蒸汽壓力下的飽和溫度。,물의 온도는 증기의 입구온도보다 낮게 지정해 주십시오.,La temperatura del agua debe ser menor que la temperatura de saturación en la presión de entrada de vapor.,"Температура воды должна быть ниже, чем температура насыщения при данном давлении.",A temperatura da água deve ser menor que a temperatura de saturação à pressão de entrada de vapor.,"Su sıcaklığı , giriş buhar basıncındaki doyma sıcaklığından daha düşük olmalıdır. ",Temperatura wody musi być niższa od temperatury nasycenia dla ciśnienia pary wejściowej.,La temperatura dell'acqua deve essere necessariamente inferiore della temperatura di saturazione all'ingresso del vapore,La temperatura del agua debe ser menor que la temperatura de saturación con la presión del vapor de entrada.,De watertemperatuur moet lager zijn dan de verzadigingstemperatuur bij de inlaatstoomdruk.,อุณหภูมิน้ำจะต้องต่ำกว่าอุณหภูมิอิ่มตัวที่ช่องเข้าของความดันไอน้ำ
0,IDS_MSG_ERR35,35,The boiler's maximum efficiency is 100%. Change conditions.,ﾎﾞｲﾗ効率は100%以上にはなりません｡条件を変更して下さい｡,Der maximale Kesselwirkungsgrad ist 100%. Bitte Vorgaben ändern.,Le rendement maximum de la chaudière est 100%. Veuillez changer les conditions,锅炉的最高效率为100%，请重新填写。,鍋爐的最高效率為100%，請重新填寫。,보일러효율은 100%이상은 지정이 불가능 합니다. 조건을 변경해 주십시오.,"La máxima eficiencia de la caldera es 100%.
Cambiar condiciones.",Максимальный КПД котла 100%. Поменяйте условия.,A eficiência máxima da caldeira é 100%. Condições de mudança.,Kazan'ın maksimum verimi %100 'dür. Şartları değiştiriniz.,Maksymalna sprawność kotła wynosi 100%. Zmień parametry.,L'efficienza massima della caldaia deve essere 100%. Cambiare le condizioni.,"La eficiencia máxima de la caldera es del 100 %.
Cambie las condiciones.",Het maximale rendement van de boiler is 100%. Verander de omstandigheden.,ประสิทธิภาพสูงสุดของหม้อต้ม คือ 100% เปลี่ยนเงื่อนไข
0,IDS_MSG_ERR36,36,The ambient temperature must be higher than the internal temperature.,外気温度は内部温度より高くして下さい｡,Die Umgebungstemperatur muss grösser als die Flüssigkeitstemperatur sein.,La température ambiante doit être supérieure à la température interne. ,环境温度应高于内部温度。,環境溫度應高於內部溫度。,외기온도는 내부온도보다 높게 지정해 주십시오.,La temperatura ambiente debe ser mayor que la temperatura interna.,"Температура окружяющей среды должна быть выше, чем температура внутри.",A temperatura ambiente deve ser maior que a temperatura interna.,"Ortam sıcaklığı , iç sıcaklıktan daha yüksek olmalıdır.",Temperatura zewnętrzna musi być wyższa od temperatury wewnętrznej.,La temperatura ambiente deve essere necessariamente maggiore della temperatura interna,La temperatura ambiente debe ser mayor que la temperatura interna.,De omgevingstemperatuur moet hoger zijn dan de interne temperatuur.,อุณหภูมิโดยรอบจะต้องสูงกว่าอุณหภูมิภายใน
0,IDS_MSG_ERR37,37,Maximum steam flow rate must be greater than normal flow rate.,最大蒸気流量は定常蒸気流量より多くして下さい｡,Die maximale Dampfmenge muss grösser als die Normaldampfmenge sein.,Le débit vapeur maximum doit être supérieur au débit moyen,最大蒸汽流量应大于正常流量。,最大蒸汽流量應大於正常流量。,최대증기유량은 사용증기유량보다 많게 지정해 주십시오.,El rango de flujo máximo de vapor debe ser mayor que el rango de flujo normal.,"Максимальный расход пара должен быть больше, чем номинальный расход.",A vazão máxima do vapor deve ser maior que a vazão normal.,"Maksimum buhar debisi , normal debiden daha büyük olmalıdır. ",Maksymalny przepływ pary musi być większy niż normalny przepływ pary wodnej.,La massima portata del vapore deve essere necessariamente maggiore della normale portata.,El flujo máximo de vapor debe ser mayor que el flujo normal.,Het maximale stoomdebiet moet groter zijn dan het normale debiet.,อัตราการไหลของไอน้ำสูงสุดจะต้องมากกว่าอัตราการไหลของไอน้ำทั่วไป
0,IDS_MSG_ERR38,38,Normal steam flow rate must be greater than 5% of the maximum steam flow rate.,定常蒸気流量が定格蒸気流量の5%未満では使用出来ません｡,Die Normaldampfmenge muss grösser als 5% der maximalen Dampfmenge sein.,Le débit vapeur moyen doit au minimum être supérieur à 5% du débit vapeur maxi.,正常蒸汽流量应大于最大蒸汽流量的5%。,正常蒸汽流量應大於最大蒸汽流量的5%。,증기유량이 정격증기유량의 5%미만에서는 사용할 수 없습니다.,El rango de flujo normal de vapor debe ser mayor que el rango de flujo máximo de vapor.,"Номинальный расход должен быть выше, чем 5% от максимального расхода.",A vazão normal do vapor deve ser maior que 5% da vazão máxima do vapor.,"Normal buhar debisi , maksimum buhar debisinin %5 inden daha büyük olmalıdır.",Normalny przepływ pary wodnej musi być większy niż 5% maksymalnego przepływu pary.,La portata normale del vapore deve essere necessariamente  maggiore del 5% della massima portata del vapore,El flujo normal de vapor debe ser mayor que el flujo máximo de vapor.,Het normale stoomdebiet moet groter zijn dan 5% van het maximale stroomdebiet.,อัตราการไหลของไอน้ำทั่วไปจะต้องมากกว่า 5% ของอัตราการไหลของไอน้ำสูงสุด
0,IDS_MSG_ERR39,39,Selection is not possible because there is a point at which the flow rate is too low.,流量が少なすぎるﾎﾟｲﾝﾄがあるため選定出来ません｡,"Keine Auswahl möglich, da die Durchflussmenge zu gering ist.",La sélection n'est pas possible parce qu'il y une donnée pour laquelle le débit est trop faible. ,由于流量过低，无法选型。,由於流量過低，無法選型。,유량이 너무적은 조건이 있어 선정이 불가능 합니다.,La selección no es posible por que hay un punto en el cual el rango de flujo es muy bajo.,"Расчет невозможен, потому что, есть точка, где расход слишком мал.","A seleção não é possível, porque existe um ponto em que a taxa de fluxo é muito baixa.",Akış debisi çok düşük olan bir nokta olduğu için seçim yapmak mümkün değildir.,Dobór jest niemożliwy ponieważ występują warunki dla których przepływ jest za mały.,La selezione non è possibile perché esiste un punto in cui la portata è troppo bassa,La selección no es posible porque hay un punto en el que el flujo es demasiado bajo.,Selectie is niet mogelijk omdat er een punt is waarop het debiet te laag is.,ไม่สามารถเลือกได้เนื่องจากมีจุดที่อัตราการไหลนั้นต่ำเกินไป
0,IDS_MSG_ERR40,40,It may be possible to select a model if the pressure control method is changed.,圧力制御方法を変更すれば選定出来る可能性が有ります｡,"Ein Modell ist eventuell verfügbar, wenn die Antriebsart geändert wird.",Il est possible de sélectionner un modèle si la méthode de contrôle de pression est modifiée.,更改压力控制模式才可能选型。,更改壓力控制模式才可能選型。,압력제어방법을 변경하는 것으로 선정이 가능할 수 있습니다.,Es posible seleccionar un modelo sí el método de control de presión es cambiado.,"Возможно следует выбрать модель, если метод регулирования давления был изменен.",Pode ser possível selecionar o modelo se o método de controle da pressão for alterada.,"Basınç kontrol yöntemi değiştirilirse , bir model seçimi yapılabilir.",Wybór modelu może okazać się możliwy w przypadku zmiany sposobu regulacji ciśnienia.,Potrebbe essere possibile selezionare un modello se il metodo di controllo della pressione viene cambiato,Puede ser posible seleccionar un modelo si cambia el método de control de presión.,Er kan mogelijk een model worden geselecteerd als de drukregelingsmethode is veranderd.,สามารถเลือกแบบได้ถ้าวิธีการควบคุมความดันเปลี่ยน
0,IDS_MSG_ERR41,41,Selection is not possible because there is a point at which the flow rate is too low.,流量が少なすぎるﾎﾟｲﾝﾄがあるため選定出来ません｡,"Keine Auswahl möglich, da die Durchflussmenge zu gering ist.",La sélection n'est pas possible parce qu'il y une donnée pour laquelle le débit est trop faible. ,由于流量过低，无法选型。,由於流量過低，無法選型。,유량이 너무적은 조건이 있어 선정이 불가능 합니다.,La selección no es posible por que hay un punto en el cual el rango de flujo es muy bajo.,"Расчет невозможен, потому что, есть точка, где расход слишком мал.",A seleção não é possível porque existe um ponto em que a taxa de fluxo é muito baixa.,Akış debisi çok düşük olan bir nokta olduğu için seçim yapmak mümkün değildir.,Dobór jest niemożliwy ponieważ występują warunki dla których przepływ jest za mały.,La selezione non è possibile perché c'è un punto in cui la portata è troppo bassa.,La selección no es posible porque hay un punto en el que el flujo es demasiado bajo.,Selectie is niet mogelijk omdat er een punt is waarop het debiet te laag is.,ไม่สามารถเลือกได้เนื่องจากมีจุดที่อัตราการไหลนั้นต่ำเกินไป
0,IDS_MSG_ERR42,42,The set pressure must be lower than the primary pressure.,設定圧力が1次側圧力以上になっています｡,Der Einstelldruck muss kleiner als der Vordruck sein.,La pression de consigne doit être inférieure à la pression primaire.,设定压力应低于一次压力。,設定壓力應低於一次壓力。,설정압력이 1차측압력 이상이 되어있습니다.,La presión de ajuste debe ser menor que la presión primaria.,"Заданное давление должно быть ниже, чем давление на входе.",A pressão de ajuste deve ser menor que a pressão primária.,"Ayar basıncı , birincil basınçtan daha düşük olmalıdır.",Ciśnienie nastawy musi być niższe niż ciśnienie dolotowe.,La pressione di recupero deve essere necessariamente minore della pressione della condensa,La presión de ajuste debe ser menor que la presión primaria.,De ingestelde druk moet lager zijn dan de primaire druk.,ความดันที่ตั้งไว้จะต้องต่ำกว่าความดันขั้นแรก
0,IDS_MSG_ERR43,43,It may be possible to select a model if the application condition is changed.,用途の条件を変更すれば選定出来る可能性が有ります｡,"Ein Modell ist eventuell verfügbar, wenn die Betriebsbedingungen geändert werden.",Il est possible de sélectionner un modèle si les conditions de fonctionnement de l'application sont modifiées.,更改应用条件才可选型。,更改應用條件才可選型。,용도의 조건을 변경하는 것으로 선정이 가능할 수 있습니다.,Es posible seleccionar un modelo sí la condición de aplicación es cambiada.,"Возможно следует выбрать модель, если условия были изменены.",Pode ser possível selecionar o modelo se a condição de aplicação for alterada.,"Uygulama şartları değişirse , bir model seçimi yapılabilir.",Wybór modelu może okazać się możliwy w przypadku zmiany parametrów aplikacji.,Potrebbe essere possibile selezionare un modello se la condizione dell'applicazione viene modificata,Puede ser posible seleccionar un modelo si cambia la condición de la aplicación.,Er kan mogelijk een model worden geselecteerd als de toepassingsomstandigheid is veranderd.,สามารถเลือกแบบได้ถ้าเงื่อนไขการใช้งานเปลี่ยน
0,IDS_MSG_ERR44,44,It may be possible to select a model if the condensate quality condition is changed.,ﾄﾞﾚﾝの水質条件を変更すれば選定出来る可能性が有ります｡,"Ein Modell ist eventuell verfügbar, wenn die Kondensatqualität geändert wird.",Il est possible de sélectionner un modèle si les conditions sur la qualité du condensât sont modifiées.,更改冷凝水水质条件才可选型。,更改冷凝水水質條件才可選型。,응축수의 수질조건을 변경하는 것으로 선정이 가능할 수 있습니다.,Es posible seleccionar un modelo sí la condición de calidad del condensado es cambiada.,"Возможно следует выбрать модель, если условия качества конденсата были изменены.",Pode ser possível selecionar o modelo se a condição da qualidade do condensado for alterada.,"Kondens kalitesi koşulları değişirse , bir model seçimi yapılabilir.",Wybór modelu może okazać się możliwy w przypadku zmiany parametrów jakości kondensatu.,Potrebbe essere possibile selezionare un modello se la condizione di qualità della condensa viene mofificata,Puede ser posible seleccionar un modelo si cambia la condición de la calidad del condensado.,Er kan mogelijk een model worden geselecteerd als de condensaatkwaliteit is veranderd.,สามารถเลือกแบบได้ถ้าเงื่อนไขคุณภาพการควบแน่นเปลี่ยน
0,IDS_MSG_ERR45,45,It may be possible to select a model if the air flow rate is changed.,ｴｱ流量の条件を変更すれば選定出来る可能性が有ります｡,"Ein Modell ist eventuell verfügbar, wenn der Luftdurchsatz geändert wird.",Il est possible de sélectionner un modèle si le débit d'air est modifié.,更改空气流量才可选型。,更改空氣流量才可選型。,에어유량의 조건을 변경하는 것으로 선정이 가능할 수 있습니다.,Es posible seleccionar un modelo sí el rango de flujo del aire es cambiado.,"Возможно следует выбрать модель, если расход воздуха был изменен.",Pode ser possível selecionar o modelo se a vazão de ar for alterada.,"Hava debisi değişirse , bir model seçimi yapılabilir.",Wybór modelu może okazać się możliwy w przypadku zmiany wielkości przepływu powietrza.,Potrebbe essere possibile selezionare un modello se la la portata dell'aria viene modificata,Puede ser posible seleccionar un modelo si cambia el flujo de aire.,Er kan mogelijk een model worden geselecteerd als het debiet is veranderd.,สามารถเลือกแบบได้ถ้าอัตราการไหลของอากาศเปลี่ยน
0,IDS_MSG_ERR46,46,The reservoir pressure must be lower than the pressure of condensate.,ﾄﾞﾚﾝﾍｯﾀﾞ圧力は､ﾄﾞﾚﾝ圧力よりも低くして下さい｡,Der Druck im Kondensatsammler muss kleiner als der Kondensatdruck sein.,La pression de la bâche doit être inférieure à la pression du condensât,冷凝水储水罐的压力应低于冷凝水压力。,冷凝水儲水罐的壓力應低於冷凝水壓力。,응축수헤더의 압력은 응축수의 압력보다 낮게 지정해 주십시오.,La presión del tanque colector debe ser menor que la presión del condensado.,"Давление в резервуаре должно быть выше, чем давление конденсата.",A pressão do reservatório deve ser menor que a pressão do condensado.,"Rezervuar basıncı , kondens basıncından daha düşük olmalıdır.",Ciśnienie w zbiorniku musi być niższe od ciśnienia kondensatu.,La pressione della cisterna deve essere necessariamente minore della pressione della condensa,La presión del depósito debe ser menor que la presión del condensado.,De reservoirdruk moet lager zijn dan de condensaatdruk.,ความดันอ่างเก็บน้ำจะต้องต่ำกว่าความดันของการควบแน่น
0,IDS_MSG_ERR47,47,The motive medium pressure must be higher than the reservoir pressure.,操作気体圧力は､ﾄﾞﾚﾝﾍｯﾀﾞ圧力よりも高くして下さい｡,Der Antriebsmediumdruck muss grösser als der Druck im Kondensatsammler sein.,La pression motrice doit être supérieure à celle de la bâche,动力介质的压力应高于冷凝水储水罐的压力。,動力介質的壓力應高於冷凝水儲水罐的壓力。,구동기체의 압력은 응축수헤더의 압력보다 높게 지정해 주십시오.,La presión del medio motriz debe ser mayor que la presión del tanque colector.,"Давление движущей среды должно быть выше, чем давление в резервуаре.",A pressão média deve ser maior que a pressão do reservatório.,"Tahrik ortamı basıncı , rezervuar basıncından daha yüksek olmalıdır.",Ciśnienie czynnika pompującego musi być wyższe od ciśnienia w zbiorniku.,La pressione del mezzo movente deve essere necessariamente maggiore della pressione della cisterna,La presión del medio motor debe ser mayor que la presión del depósito.,De gemiddelde aandrijvingsdruk moet hoger zijn dan de reservoirdruk.,ความดันกำลังปานกลางจะต้องสูงกว่าความดันอ่างเก็บน้ำ
0,IDS_MSG_ERR48,48,"The motive medium pressure must be higher than back pressure + 0.05MPa (0.5bar, 7psi).",操作気体圧力は､背圧+0.05MPaよりも高くして下さい｡,"Der Antriebsmediumdruck muss grösser als der Gegendruck + 0,05 MPa (0,5 bar; 7 psi) sein.","La pression motrice doit être supérieure à la contre pression  (  de + 0,5 bar )","动力介质的压力应高于背压+ 0.05MPa (0.5bar, 7psi)。","動力介質的壓力應高於背壓+ 0.05MPa (0.5bar, 7psi)。",구동기체의 압력은 배압+0.05MPa보다 높게 지정해 주십시오.,"La presión del medio motriz debe ser mayor que la contrapresión + 0.05MPa (0.5bar, 7psi).","Давление движущей среды должно быть выше, чем давление противодавление + 0,05МПа (0,5 бар, 7 psi).","A pressão média deve ser maior que a contrapressão + 0.05MPa (0.5bar, 7psi).","Tahrik ortamı basıncı , karşı basınçtan +0.5 bar(0.05Mpa , 7 psi )  daha yüksek olmalıdır.","Ciśnienie czynnika pompującego musi być wyższe niż przeciwciśnienie + 0.05 MPa (0.5 bar , 7 psi)","La pressione del mezzo movente deve essere necessariamente maggiore della contro pressione + 0.05MPa (0.5bar, 7psi).","La presión del medio motor debe ser mayor que la contrapresión +0,05 MPa (0,5 bar, 7 psi).","De gemiddelde aandrijvingsdruk moet hoger zijn dan de tegendruk + 0,05 MPa (0,5 bar, 7 psi).","ความดันกำลังปานกลางจะต้องสูงกว่าความดันต้านกลับ + 0.05 MPa (0.5 bar, 7 psi)"
0,IDS_MSG_ERR49,49,"The reservoir pressure should be between 0 and 1.0MPaG. (0 - 10barg, 0 - 145psig)",ﾄﾞﾚﾝﾍｯﾀﾞ圧力は､0MPaG以上1.0MPaG未満にして下さい｡,"Der Druck im Kondensatsammler sollte zwischen 0 und 1,0 MPaG (0-10 barg; 0-145 psig) liegen.",La pression du réservoir devrait être comprise entre 0 et 10 bar ,"冷凝水储水罐的压力应介于0 — 1.0MPaG之间(0 - 10barg, 0 - 145psig)。","冷凝水儲水罐的壓力應介於0 — 1.0MPaG之間(0 - 10barg, 0 - 145psig)。",응축수 헤더의 압력은 0MPaG이상 1.0MPaG미만으로 지정해 주십시오.,"La presión del tanque colector debierá estar entre 0 y 1.0MPaG (0-10barg, 0-145psig).","Давление в резервуаре должно быть между 0 и 1,0МПа изб. (0-10 бар изб., 0-145 psi).","A pressão do reservatório deve estar entre 0 e 1.0MPaG. (0 - 10barg, 0 - 145psi). ","Rezervuar basıncı ,0 ila 10 barg (0-1.0MPaG , 0-145 psig ) aralığında olmalıdır.","Ciśnienie w zbiorniku powinno być w zakresie pomiędzy 0 i 10 barg. (0-10barg,0-145 psig)","La pressione della cisterna deve essere tra 0 e 1.0MPaG. (0 - 10barg, 0 - 145psig)","La presión del depósito debe estar entre 0 y 1,0 MPaG (0-10 bar g, 0-145 psig).","De reservoirdruk moet tussen 0 en 1,0 MPaG zijn. (0 - 10 barg, 0 - 145 psig)","ความดันอ่างเก็บน้ำควรอยู่ระหว่าง 0 และ 1.0 MPaG (0 - 10 barg, 0 - 145 psig)"
0,IDS_MSG_ERR50,50,Please enter a value (n) within the following range:,"入力範囲外です｡ 
次の範囲で入力してください。","Die Eingabe ist ausserhalb des zulässigen Bereichs.
Bitte geben Sie eine Zahl n innerhalb des folgenden Bereichs ein:",Veuillez entrer une valeur « n » qui se trouve dans la plage suivante :,输入值超出允许范围，请在下列范围内选择n值：,輸入值超出允許範圍，請在下列範圍內選擇n值：,"입력범위를 초과했습니다.
다음의 범위내에서 재입력해 주십시오.",La entrada esta fuera del rango aceptable. Por favor ingrese un valor el cual cumpla con el rango siguiente:,Пожалуйста введите значение (n) в пределах следующего диапазона:,Por favor coloque um valor (n) dentro do seguinte intervalo:,Lütfen belirtilen aralıkta bir değer (n) giriniz.,Prosimy o wpisanie wartości (n) z następującego zakresu:,Perfavore inserire un valore (n) tra il seguente intervallo:,El valor introducido está fuera del intervalo aceptable. Introduzca un valor que esté dentro del siguiente intervalo:,Voer een waarde (n) in binnen het volgende bereik:,โปรดป้อนค่าตัวเลขภายในช่วงต่อไปนี้
0,IDS_MSG_ERR51,51,Pressure loss greater than fluid pressure. Please revise your calculation.,圧力損失が流体の圧力よりも高くなりました。条件を変更してください。,Druckverlust ist größer als Fluid-Druck. Bitte Eingaben überprüfen. ,Perte de charge plus élevée que la pression du fluide. Veuillez revoir vos données d'entrée.,压损已超过流体压力，请更正您的计算条件。,壓損已超過流體壓力，請更正您的計算條件。,압력손실이 유체의 압력보다 높습니다. 조건을 변경해 주십시오.,"La caída de presión resulta mayor que la presión del fluido. Por favor, revise su cálculo.","Потери давления выше, чем давление среды. Пожалуйста проверьте расчет.","A perda de pressão maior que a pressão do fluido. Por favor, revise seu cálculo.",Basınç kaybı akışkan basıncından daha büyüktür. Lütfen hesaplamanızı gözden geçirerek düzeltiniz.,Spadek ciśnienia wyższy od ciśnienia czynnika. Prosimy o sprawdzenie obliczeń.,Perdita di pressione maggiore della pressione del fluido. Pervafore rivedere i calcoli.,La caída de presión es mayor que la presión del fluido. Revise su cálculo.,Drukverlies groter dan vloeistofdruk. Wijzig uw berekening.,การเสียความดันจะมากกว่าความดันของเหลว โปรดแก้ไขการคำนวณของคุณ
